Git Repo	Before Hash	After Hash	Extracted From Method Name	Extracted To Method Name	FQ Class Name
https://github.com/apache/drill.git		b2bbd9941be6b132a83d27c0ae02c935e1dec5dd			
			public allocateNew(valueCount int) : void	private allocateBytes(size long) : void	public allocateNewSafe() : boolean
			public allocateNew(valueCount int) : void	private allocateBytes(size long) : void	public allocateNewSafe() : boolean
					
https://github.com/google/j2objc.git	106fede36fce8d4f121448d5e67027f9d80594d3	fa3e6fa02dadc675f0d487a15cd842b3ac4a0c11			
			private rewriteBoxedPrefixOrPostfix(node TreeNode, operand Expression, funcName String) : void	private getOperatorFunctionModifier(expr Expression) : String	com.google.devtools.j2objc.translate.Autoboxer
					
https://github.com/deeplearning4j/deeplearning4j.git	5c9b36574e3f4cf25ba0cb0e7d5dd561c4909d21	91cdfa1ffd937a4cb01cdc0052874ef7831955e2			
			public optimize(initialStep double, parameters INDArray, gradients INDArray) : double	private getNewScore(oldParameters INDArray) : double	org.deeplearning4j.optimize.solvers.BackTrackLineSearch
					
https://github.com/spring-projects/spring-framework.git	3c2efeece40951f0775252a640165a51d71b47e6	ef0eb01f93d6c485cf37692fd193833a6821272a			
			protected checkAndPrepare(request HttpServletRequest, response HttpServletResponse, cacheControl CacheControl) : void	protected checkRequest(request HttpServletRequest) : void	org.springframework.web.servlet.support.WebContentGenerator
					
https://github.com/apache/hive.git		b8d2140fe4faccadcf1a6343ec8cd0cc58c315f9			
			private joinFinalLeftData() : void	private doFirstFetchIfNeeded() : void	public process(row Object, tag int) : void
					
https://github.com/nutzam/nutz.git	82bd112bbebcc6f3333747cbfcc3248bba0dc38a	de7efe40dad0f4bb900c4fffa80ed377745532b3			
			public migration(dao Dao, klass Class&lt;?&gt;, add boolean, del boolean) : void	public migration(dao Dao, klass Class&lt;?&gt;, add boolean, del boolean, tableName Object) : void	org.nutz.dao.util.Daos
					
https://github.com/amplab/tachyon.git	ac647aa2dce36ea65c546cd4e661e2bb3ba7dc2e	b0938501f1014cf663e33b44ed5bb9b24d19a358			
			public disableLocalWriteTest() : void	private getBlockOutStream(filename String, isLocalWrite boolean) : BlockOutStream	public enableLocalWriteTest() : void
					
https://github.com/orfjackal/retrolambda.git	6f49e176cdd98e3e372219a5a659590fff0048a0	46b0d84de9c309bca48a99e572e6611693ed5236			
			public save(bytecode byte[]) : void	public saveResource(relativePath Path, content byte[]) : void	net.orfjackal.retrolambda.files.ClassSaver
					
https://github.com/facebook/facebook-android-sdk.git	e813a0be86c87366157a0201e6c61662cadee586	19d1936c3b07d97d88646aeae30de747715e3248			
			private handleResultOk(request Request, data Intent) : Result	private getErrorMessage(extras Bundle) : String	com.facebook.login.KatanaProxyLoginMethodHandler
			public sdkInitialize(applicationContext Context, callbackRequestCodeOffset int) : void	public sdkInitialize(applicationContext Context, callbackRequestCodeOffset int, callback InitializeCallback) : void	com.facebook.FacebookSdk
			public sdkInitialize(applicationContext Context) : void	public sdkInitialize(applicationContext Context, callback InitializeCallback) : void	com.facebook.FacebookSdk
			private handleResultOk(request Request, data Intent) : Result	private getError(extras Bundle) : String	com.facebook.login.KatanaProxyLoginMethodHandler
					
https://github.com/WhisperSystems/TextSecure.git	69e1252f7fe8a77955b142303ef40433a6738db3	f0b2cc559026871c1b4d8e008666afb590553004			
			public getMarkAsReadIntent(context Context, masterSecret MasterSecret) : PendingIntent	private craftIntent(context Context, intentAction String, extras Bundle) : PendingIntent	org.thoughtcrime.securesms.notifications.NotificationState
					
https://github.com/bitcoinj/bitcoinj.git	748f7a53e04ac21e126940b8a022dbb024c32d0f	95bfa40630e34f6f369e0055d9f37f49bca60247			
			public getUTXOs(outPoints List&lt;TransactionOutPoint&gt;) : ListenableFuture&lt;UTXOsMessage&gt;	public getUTXOs(outPoints List&lt;TransactionOutPoint&gt;, includeMempool boolean) : ListenableFuture&lt;UTXOsMessage&gt;	org.bitcoinj.core.Peer
					
https://github.com/WhisperSystems/TextSecure.git		c4a37e38aba926c2bef27e4fc00e3a4848ce46bd			
			public setMedia(slide Slide) : void	public setMedia(slide Slide, masterSecret MasterSecret) : void	org.thoughtcrime.securesms.mms.AttachmentManager
					
https://github.com/apache/hive.git		f664789737d516ac664462732664121acc111a1e			
			private dumpEnvironent() : String	private dumpConfig(conf Configuration, sb StringBuilder) : void	org.apache.hive.hcatalog.templeton.AppConfig
					
https://github.com/amplab/tachyon.git	b158fef39bdf9dafdb4812d0169d32fa78da5735	9aeefcd8120bb3b89cdb437d8c32d2ed84b8a825			
			public allocateBlock(userId long, blockId long, blockSize long, location BlockStoreLocation) : TempBlockMeta	private getCandidateDirInTier(tier StorageTier, blockSize long) : StorageDir	tachyon.worker.block.allocator.MaxFreeAllocator
					
https://github.com/crate/crate.git		563d281b61e9f8748858e911eaa810e981f1e953			
			private getRoutingCol() : ColumnIdent	private getCustomRoutingCol() : ColumnIdent	io.crate.metadata.doc.DocIndexMetaData
					
https://github.com/siacs/Conversations.git		bdc9f9a44f337ab595a3570833dc6a0558df904c			
			private getIdentityKeyCursor(account Account, name String, own boolean) : Cursor	private getIdentityKeyCursor(account Account, name String, own boolean, fingerprint String) : Cursor	eu.siacs.conversations.persistance.DatabaseBackend
					
https://github.com/openhab/openhab.git	32f4a9840d921a3a2a75548c8306b8bcff393432	cf1efb6d27a4037cdbe5a780afa6053859a60d4a			
			private initializeSciptGlobals() : void	private initializeGeneralGlobals() : void	org.openhab.core.jsr223.internal.engine.scriptmanager.Script
			private initializeSciptGlobals() : void	private initializeNashornGlobals() : void	org.openhab.core.jsr223.internal.engine.scriptmanager.Script
					
https://github.com/spotify/helios.git		da39bfeb9c370abe2d86e6e327fade252434090d			
			package run(options Namespace, client HeliosClient, out PrintStream, json boolean, stdin BufferedReader) : int	package run0(client HeliosClient, out PrintStream, json boolean, name String, full boolean) : int	com.spotify.helios.cli.command.DeploymentGroupStatusCommand
					
https://github.com/CyanogenMod/android_frameworks_base.git		910397f2390d6821a006991ed6035c76cbc74897			
			private queryProperty(id int) : long	private queryProperty(id int, fromDock boolean) : long	android.os.BatteryManager
			private loadBoltPoints(res Resources) : float[]	protected getBoltPointsArrayResource() : int	com.android.systemui.BatteryMeterView.NormalBatteryMeterDrawable
			public storeStatsHistoryInFile(fname String) : void	public internalStoreStatsHistoryInFile(stats BatteryStats, fname String) : void	com.android.internal.os.BatteryStatsHelper
					
https://github.com/thymeleaf/thymeleaf.git	dd0f7a9afb120039574cadb8224124a1fb7ef571	aed371dac5e1248880e869930c636994c3d0f8dc			
			public read(cbuf char[], off int, len int) : int	private fillUpOverflow() : void	org.thymeleaf.templateparser.markup.ThymeleafMarkupTemplateReader
			public read(cbuf char[], off int, len int) : int	private processReadBuffer(buffer char[], off int, len int) : int	org.thymeleaf.templateparser.markup.ThymeleafMarkupTemplateReader
					
https://github.com/HubSpot/Singularity.git	9d9dc5d6acb24be184ab65fb23f35194aca2c789	944aea445051891280a8ab7fbbd514c19646f1ab			
			protected launchTask(request SingularityRequest, deploy SingularityDeploy, launchTime long, instanceNo int, initialTaskState TaskState) : SingularityTask	protected launchTask(request SingularityRequest, deploy SingularityDeploy, launchTime long, updateTime long, instanceNo int, initialTaskState TaskState) : SingularityTask	com.hubspot.singularity.SingularitySchedulerTestBase
					
https://github.com/google/auto.git		8fc60d81fe0e46e7e5c96e71d4a93fcadc6bde4f			
			public process(annotations Set&lt;? extends TypeElement&gt;, roundEnv RoundEnvironment) : boolean	private deferredElements() : ImmutableMap&lt;String,Optional&lt;? extends Element&gt;&gt;	com.google.auto.common.BasicAnnotationProcessor
			public process(annotations Set&lt;? extends TypeElement&gt;, roundEnv RoundEnvironment) : boolean	private validElements(deferredElements ImmutableMap&lt;String,Optional&lt;? extends Element&gt;&gt;, roundEnv RoundEnvironment) : ImmutableSetMultimap&lt;Class&lt;? extends Annotation&gt;,Element&gt;	com.google.auto.common.BasicAnnotationProcessor
			public process(annotations Set&lt;? extends TypeElement&gt;, roundEnv RoundEnvironment) : boolean	private process(validElements ImmutableSetMultimap&lt;Class&lt;? extends Annotation&gt;,Element&gt;) : void	com.google.auto.common.BasicAnnotationProcessor
					
https://github.com/google/auto.git		8967e7c33c59e1336e1e3b4671293ced5697fca6			
			public testMissingClass() : void	private doTestMissingClass(tempDir File) : void	com.google.auto.value.processor.AutoAnnotationCompilationTest
					
https://github.com/thymeleaf/thymeleaf.git	aed371dac5e1248880e869930c636994c3d0f8dc	378ba37750a9cb1b19a6db434dfa59308f721ea6			
			public read(cbuf char[], off int, len int) : int	private matchOverflow(structure char[]) : boolean	org.thymeleaf.templateparser.reader.BlockAwareReader
					
https://github.com/JetBrains/intellij-community.git	1e8055dea6565225dfed517d749d8fd6ade7cea4	e1625136ba12907696ef4c6e922ce073293f3a2c			
			private getAnnotationProcessorOptionsFromCompilerConfig(compilerConfig Element) : Map&lt;String,String&gt;	private addAnnotationProcessorOption(compilerArg String, optionsMap Map&lt;String,String&gt;) : void	org.jetbrains.idea.maven.project.MavenProject
					
https://github.com/apache/camel.git		cb0935e3af05b333b5c85a4fb3b1846836218f11			
			private createAndInitScheduler() : void	private storeCamelContextInQuartzContext() : SchedulerContext	org.apache.camel.component.quartz2.QuartzComponent
					
https://github.com/spotify/helios.git		dd8753cfb0f67db4dde6c5254e2df3104b635dae			
			public getDeploymentGroup(name String) : DeploymentGroup	private getDeploymentGroup(client ZooKeeperClient, name String) : DeploymentGroup	com.spotify.helios.master.ZooKeeperMasterModel
					
https://github.com/CyanogenMod/android_frameworks_base.git		76331570e68446c17e4ff5287f5b7b2b6b472895			
			public clearFailedUnlockAttempts() : void	public clearFailedUnlockAttempts(clearFingers boolean) : void	com.android.keyguard.KeyguardUpdateMonitor
					
https://github.com/github/android.git	498bc2dfd7d151fdfbbd527c91f5db4b50482191	a7401e5091c06c68fae499ea1972b40143c66fa9			
			protected onNewIntent(intent Intent) : void	private onUserLoggedIn(uri Uri) : void	com.github.mobile.accounts.LoginActivity
					
https://github.com/deeplearning4j/deeplearning4j.git		3d080545362794ac5ab63a6cf1bdfb523a0d92a5			
			public readCaffeModel(caffeModelPath String, sizeLimitMb int) : NetParameter	public readCaffeModel(is InputStream, sizeLimitMb int) : NetParameter	org.deeplearning4j.translate.CaffeModelToJavaClass
					
https://github.com/hazelcast/hazelcast.git	3654f17a7c6409b885d445a5affc15c99380d3c8	679d38d4316c16ccba4982d7f3ba13c147a451cb			
			protected getInternal(key K, expiryPolicy ExpiryPolicy, async boolean) : Object	protected getFromNearCache(keyData Data, async boolean) : Object	com.hazelcast.client.cache.impl.AbstractClientCacheProxy
					
https://github.com/SimonVT/schematic.git	47e53bd7fb23a6cc0b3b7a18773009b319080124	c1a9dd63aca8bf488f9a671aa6281538540397f8			
			public write(filer Filer) : void	private printNotifyInsert(writer JavaWriter, uri UriContract) : void	net.simonvt.schematic.compiler.ContentProviderWriter
					
https://github.com/neo4j/neo4j.git	d4ad22691694abf9b4105fd43f9c9993b7c2909b	5fa74fbb4a307571e3807c1201b8b05d3d60a99b			
			public shouldCreateEmptyCountsTrackerStoreWhenCreatingDatabase() : void	private createCountsTracker(pageCache PageCache) : CountsTracker	org.neo4j.kernel.impl.store.counts.CountsRotationTest
			public shouldCreateACountStoreWhenDBContainsDenseNodes() : void	private createCountsTracker() : CountsTracker	org.neo4j.kernel.impl.store.counts.CountsComputerTest
					
https://github.com/jline/jline2.git	6857f48be15d2256986ec05e4a9b9ac799fd0af3	80d3ffb5aafa90992385c17e8338c2cc5def3cec			
			public readCharacter() : int	public readCharacter(checkForAltKeyCombo boolean) : int	jline.console.ConsoleReader
			public readCharacter(allowed char[]) : int	public readCharacter(checkForAltKeyCombo boolean, allowed char[]) : int	jline.console.ConsoleReader
					
https://github.com/BroadleafCommerce/BroadleafCommerce.git	32e65da670994983fccb5d642a9e2df45e195b28	9687048f76519fc89b4151cbe2841bbba61a401d			
			protected getBlankDynamicFieldTemplateForm(info DynamicEntityFormInfo, dynamicFormOverride EntityForm) : EntityForm	protected getEntityForm(info DynamicEntityFormInfo, dynamicFormOverride EntityForm) : EntityForm	org.broadleafcommerce.openadmin.web.controller.AdminAbstractController
					
https://github.com/Netflix/feign.git		b2b4085348de32f10903970dded99fdf0376a43c			
			public parseAndValidatateMetadata(method Method) : MethodMetadata	protected parseAndValidateMetadata(targetType Class&lt;?&gt;, method Method) : MethodMetadata	feign.Contract.BaseContract
			public parseAndValidatateMetadata(method Method) : MethodMetadata	private headersFromAnnotation(targetType Class&lt;?&gt;, data MethodMetadata) : void	feign.Contract.Default
			public configKey(method Method) : String	public configKey(targetType Class, method Method) : String	feign.Feign
					
https://github.com/structr/structr.git	c4d9d3ed64d28ab0656937d96f2d1d538eceb9c7	15afd616cba5fb3d432d11a6de0d4f7805b202db			
			public execute(query String, parameters Map&lt;String,Object&gt;, includeHiddenAndDeleted boolean, publicOnly boolean) : List&lt;GraphObject&gt;	package handleObject(nodeFactory NodeFactory, relFactory RelationshipFactory, key String, value Object, includeHiddenAndDeleted boolean, publicOnly boolean, level int) : Object	org.structr.core.graph.CypherQueryCommand
					
https://github.com/hazelcast/hazelcast.git	6bc75d057a6d285457f2b038c2269127212721ea	76d7f5e3fe4eb41b383c1d884bc1217b9fa7192e			
			private createAddresses(count int) : Address[]	protected createAddress(host String, port int) : Address	com.hazelcast.test.TestHazelcastInstanceFactory
			public start() : void	protected startSelectors() : void	com.hazelcast.client.connection.nio.ClientConnectionManagerImpl
			public ClientConnectionManagerImpl(client HazelcastClientInstanceImpl, addressTranslator AddressTranslator)	protected initializeSelectors(client HazelcastClientInstanceImpl) : void	com.hazelcast.client.connection.nio.ClientConnectionManagerImpl
			public shutdown() : void	protected shutdownSelectors() : void	com.hazelcast.client.connection.nio.ClientConnectionManagerImpl
					
https://github.com/geometer/FBReaderJ.git		42e0649f82779ecd48bff6448924fc7dc2534554			
			public topLevelNodes() : List&lt;MenuNode&gt;	private allTopLevelNodes() : List&lt;MenuNode&gt;	org.geometerplus.android.fbreader.MenuData
					
https://github.com/spring-projects/spring-security.git	3db01bd9d652dfc2580e1a29f311c9311d0f3e13	64938ebcfc2fc8cd9ccd6cf31dbcd8cdd0660aca			
			public createExpressionMessageMetadataSource(matcherToExpression LinkedHashMap&lt;MessageMatcher&lt;?&gt;,String&gt;) : MessageSecurityMetadataSource	public createExpressionMessageMetadataSource(matcherToExpression LinkedHashMap&lt;MessageMatcher&lt;?&gt;,String&gt;, handler SecurityExpressionHandler&lt;Message&lt;Object&gt;&gt;) : MessageSecurityMetadataSource	org.springframework.security.messaging.access.expression.ExpressionBasedMessageSecurityMetadataSourceFactory
					
https://github.com/plutext/docx4j.git	4b4b0babb11891427a8123771350d46417bb5dd4	e29924b33ec0c0298ba4fc3f7a8c218c8e6cfa0c			
			public save(outStream OutputStream, flags int) : void	public save(outStream OutputStream, flags int, password String) : void	org.docx4j.openpackaging.packages.OpcPackage
			public save(outFile File, flags int) : void	public save(outFile File, flags int, password String) : void	public save(outStream OutputStream, flags int) : void
					
https://github.com/wordpress-mobile/WordPress-Android.git	9e928a075c6138cbe56058b6f6afcd20ac96bf31	1b21ba4bcea986988d4bbd578e3bb9a20ec69606			
			public onPreferenceChange(preference Preference, newValue Object) : boolean	private privacyStringForValue(value int) : String	org.wordpress.android.ui.prefs.SiteSettingsFragment
					
https://github.com/robovm/robovm.git	62b78579480683c7a41804a3881857f359469db5	7837d0baf1aef45340eec699516a8c3a22aeb553			
			protected prepareLaunch(appDir File) : void	private signFrameworks(appDir File, getTaskAllow boolean) : void	org.robovm.compiler.target.ios.IOSTarget
					
https://github.com/JetBrains/intellij-community.git	7d4b728fb36531a7da076372becd03eb9b593448	af618666043f21b3db7e6a1be2aa225ae0f432b4			
			public mouseReleased(e MouseEvent) : void	private isNavigationBlocked(renderer GutterIconRenderer, project Project) : boolean	com.intellij.openapi.editor.impl.EditorGutterComponentImpl
					
https://github.com/droolsjbpm/drools.git		7ffc62aa554f5884064b81ee80078e35e3833006			
			public addInterceptor(interceptor Interceptor) : void	protected addInterceptor(interceptor Interceptor, store boolean) : void	org.drools.persistence.SingleSessionCommandService
					
https://github.com/Activiti/Activiti.git	f4dcc5ed3996e029ace1826bd6308c84668255eb	a70ca1d9ad2ea07b19c5e1f9540c809d7a12d3fb			
			protected flushInserts() : void	protected flushPersistentObjects(persistentObjectClass Class&lt;? extends PersistentObject&gt;, persistentObjectsToInsert List&lt;PersistentObject&gt;) : void	org.activiti.engine.impl.db.DbSqlSession
					
https://github.com/JetBrains/intellij-community.git	d8d68ceb8a4346ab1b5e9647531a4440172d9168	106d1d51754f454fa673976665e41f463316e084			
			public parseTypeParameter(builder PsiBuilder) : Marker	private dummy(builder PsiBuilder) : void	com.intellij.lang.java.parser.ReferenceParser
					
https://github.com/facebook/buck.git	51857b8af723b153da75c55aafacf834b909371c	8184a32a019b2ed956e8f24c18cb49a266af47bf			
			private generateCopyFilesBuildPhases(target PBXNativeTarget, copiedNodes Iterable&lt;TargetNode&lt;?&gt;&gt;) : void	private generateSingleCopyFilesBuildPhase(target PBXNativeTarget, destinationSpec CopyFilePhaseDestinationSpec, targetNodes Iterable&lt;TargetNode&lt;?&gt;&gt;) : void	com.facebook.buck.apple.ProjectGenerator
					
https://github.com/linkedin/rest.li.git		ec5ea36faa3dd74585bb339beabdba6149ed63be			
			public buildErrorResponse(result RestLiServiceException) : ErrorResponse	private buildErrorResponse(result RestLiServiceException, errorResponseFormat ErrorResponseFormat) : ErrorResponse	com.linkedin.restli.internal.server.methods.response.ErrorResponseBuilder
					
https://github.com/apache/hive.git		999e0e3616525d77cf46c5865f9981b5a6b5609a			
			private hepPlan(basePlan RelNode, followPlanChanges boolean, mdProvider RelMetadataProvider, rules RelOptRule[]) : RelNode	private hepPlan(basePlan RelNode, followPlanChanges boolean, mdProvider RelMetadataProvider, order HepMatchOrder, rules RelOptRule[]) : RelNode	org.apache.hadoop.hive.ql.parse.CalcitePlanner.CalcitePlannerAction
					
https://github.com/JetBrains/intellij-community.git		9f7de200c9aef900596b09327a52d33241a68d9c			
			public parseTypeParameter(builder PsiBuilder) : Marker	private dummy(builder PsiBuilder) : void	com.intellij.lang.java.parser.ReferenceParser
					
https://github.com/JetBrains/intellij-community.git		a9379ee529ed87e28c0736c3c6657dcd6a0680e4			
			private toCanonicalPath(path String, separatorChar char, removeLastSlash boolean) : String	private toCanonicalPath(path String, separatorChar char, removeLastSlash boolean, resolveSymlinksIfNecessary boolean) : String	com.intellij.openapi.util.io.FileUtil
					
https://github.com/AdoptOpenJDK/jitwatch.git	43be46f47d3c47e8086f08e706139485dc61e61c	3b1f4e56fea289860b31ef83ccfe96a3a003cc8b			
			public visitTag(tag Tag, parseDictionary IParseDictionary) : void	private visitTagParse(tag Tag, parseDictionary IParseDictionary) : void	org.adoptopenjdk.jitwatch.model.bytecode.BytecodeAnnotationBuilder
			public visitTag(tag Tag, parseDictionary IParseDictionary) : void	private visitTagEliminateAllocation(tag Tag, parseDictionary IParseDictionary) : void	org.adoptopenjdk.jitwatch.model.bytecode.BytecodeAnnotationBuilder
					
https://github.com/facebook/buck.git	f302ef7a02e7d853d29508feb1a00c35c45901ec	52cfd39ecba349c4d8e2c46eac76ed4d75b7ebae			
			private createSymLinkIosSdks(root Path, version String) : void	private createSymLinkSdks(sdks Iterable&lt;String&gt;, root Path, version String) : void	com.facebook.buck.apple.AppleSdkDiscoveryTest
					
https://github.com/vaadin/vaadin.git	3b05685493d17e89404025e3cdd81d47e511b0ce	0f9d0b0bf1cd5fb58f47f22bd6d52a9fac31c530			
			private updateFrozenColumns() : void	private getVisibleFrozenColumnCount() : int	com.vaadin.client.widgets.Grid
			protected setup(request VaadinRequest) : void	protected createGrid(container PersonContainer) : Grid	com.vaadin.tests.components.grid.GridEditorUI
					
https://github.com/JetBrains/intellij-community.git	22554874b9c2163750ecc316d566081cab2fbcc2	7c59f2a4f9b03a9e48ca15554291a03477aa19c1			
			public addJarToRoots(libPath String, module Module, location PsiElement) : void	public addJarsToRoots(jarPaths List&lt;String&gt;, libraryName String, module Module, location PsiElement) : void	com.intellij.codeInsight.daemon.impl.quickfix.OrderEntryFix
					
https://github.com/JetBrains/intellij-community.git	b0abd2def515aef98903e5c9669b1da0cd310267	10f769a60c7c7b73982e978959d381df487bbe2d			
			public getLibraryPath() : String	public getLibraryPaths() : List&lt;String&gt;	com.intellij.execution.junit.JUnit4Framework
					
https://github.com/JetBrains/intellij-community.git	09bc37d31d6c96cce66044a7d9797a035e2afc1b	619a6012da868d0d42d9628460f2264effe9bdba			
			public computeInReadAction(indicator ProgressIndicator) : void	private fillWithScopeExpansion(elements Set&lt;Object&gt;, pattern String) : boolean	com.intellij.ide.util.gotoByName.ChooseByNameBase.CalcElementsThread
					
https://github.com/JetBrains/intellij-community.git	5b88d84aa4d7fc3aef39c674eff500ac73fbf6ba	e1f0dbc2f09541fc64ce88ee22d8f8f4648004fe			
			public resolveAndDownload(project Project, coord String, attachJavaDoc boolean, attachSources boolean, copyTo String, repositories List&lt;MavenRepositoryInfo&gt;) : NewLibraryConfiguration	public resolveAndDownloadImpl(project Project, coord String, attachJavaDoc boolean, attachSources boolean, copyTo String, repositories List&lt;MavenRepositoryInfo&gt;) : List&lt;OrderRoot&gt;	org.jetbrains.idea.maven.utils.library.RepositoryAttachHandler
					
https://github.com/jMonkeyEngine/jmonkeyengine.git	129faf00d70fe4eee104475a3ea02fdfa9e53e57	5989711f7315abe4c3da0f1516a3eb3a81da6716			
			public mouseDragged(e MouseEvent) : void	protected movePanel(xoffset int, yoffset int) : void	com.jme3.gde.materialdefinition.editor.DraggablePanel
			public mousePressed(e MouseEvent) : void	protected saveLocation() : void	com.jme3.gde.materialdefinition.editor.DraggablePanel
					
https://github.com/facebook/presto.git	8aec1e05c72d4775e83e24c5817b58c38ab8c472	8b1f5ce432bd6f579c646705d79ff0c4690495ae			
			public readBlockAndCheckIndex(array Slice, index long) : Block	public checkArrayIndex(index long) : void	com.facebook.presto.operator.scalar.ArraySubscriptOperator
					
https://github.com/hazelcast/hazelcast.git	4716e1f79433fd2fb2feee75f598744cbf69524c	30c4ae09745d6062077925a54f27205b7401d8df			
			public toString() : String	private renderConnection() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderThread() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderOperationService() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderEvents() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderNativeMemory() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderHeap() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderClient() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderPhysicalMemory() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderProcessors() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public close(t Throwable) : void	package getConnectionAddress() : Object	com.hazelcast.nio.tcp.TcpIpConnection
			public toString() : String	private renderSwap() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderCluster() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderExecutors() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderProxy() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
			public toString() : String	private renderGc() : void	com.hazelcast.internal.monitors.HealthMonitor.HealthMetrics
					
https://github.com/jersey/jersey.git	246dd20713a3bcb6337adea9c743dfc143ef311c	d57b1401f874f96a53f1ec1c0f8a6089ae66a4ce			
			public testParamValidatedResourceNoParam() : void	public _testParamValidatedResourceNoParam(target WebTarget) : void	org.glassfish.jersey.tests.cdi.bv.BaseValidationTest
			public testParamValidatedResourceParamProvided() : void	public _testParamValidatedResourceParamProvided(target WebTarget) : void	org.glassfish.jersey.tests.cdi.bv.BaseValidationTest
			public testPropertyValidatedResourceParamProvided() : void	public _testPropertyValidatedResourceParamProvided(target WebTarget) : void	org.glassfish.jersey.tests.cdi.bv.BaseValidationTest
			public testOldFashionedResourceNoParam() : void	public _testOldFashionedResourceNoParam(target WebTarget) : void	org.glassfish.jersey.tests.cdi.bv.BaseValidationTest
			public testPropertyValidatedResourceNoParam() : void	public _testPropertyValidatedResourceNoParam(target WebTarget) : void	org.glassfish.jersey.tests.cdi.bv.BaseValidationTest
			public testFieldValidatedResourceNoParam() : void	public _testFieldValidatedResourceNoParam(target WebTarget) : void	org.glassfish.jersey.tests.cdi.bv.BaseValidationTest
			public testOldFashionedResourceParamProvided() : void	public _testOldFashionedResourceParamProvided(target WebTarget) : void	org.glassfish.jersey.tests.cdi.bv.BaseValidationTest
			public testFieldValidatedResourceParamProvided() : void	public _testFieldValidatedResourceParamProvided(target WebTarget) : void	org.glassfish.jersey.tests.cdi.bv.BaseValidationTest
					
https://github.com/deeplearning4j/deeplearning4j.git		c50064efb325b0c94cc62788b4c8935b7c39ac40			
			public testSphereFnOptHelper(oa OptimizationAlgorithm, numLineSearchIter int, nDimensions int) : void	private getOptimizer(oa OptimizationAlgorithm, conf NeuralNetConfiguration, m Model) : ConvexOptimizer	org.deeplearning4j.optimize.solver.TestOptimizers
					
https://github.com/Graylog2/graylog2-server.git	c102ef975461c6d381fa6c2aafd507162aad866c	2d98ae165ea43e9a1ac6a905d6094f077abb2e55			
			private processMessage(raw RawMessage) : Message	private postProcessMessage(raw RawMessage, codec Codec, inputIdOnCurrentNode String, baseMetricName String, message Message, decodeTime long) : Message	org.graylog2.shared.buffers.processors.DecodingProcessor
			public onEvent(event MessageEvent) : void	private dispatchMessage(msg Message) : void	org.graylog2.shared.buffers.processors.ProcessBufferProcessor
					
https://github.com/cgeo/cgeo.git	96dd88caab8c6797026596245cbd6ac10b0342dc	c142b8ca3e9f9467931987ee16805cf53e6bc5d2			
			public testCanHandle() : void	private getWaymarkingConnector() : IConnector	public testGetGeocodeFromUrl() : void
					
https://github.com/netty/netty.git		9f422ed0f44516bea8116ed7730203e4eb316252			
			public windowUpdateAndFlushShouldTriggerWrite() : void	private resetCtx() : void	io.netty.handler.codec.http2.DefaultHttp2RemoteFlowControllerTest
			public setup() : void	private initConnectionAndController() : void	io.netty.handler.codec.http2.DefaultHttp2RemoteFlowControllerTest
					
https://github.com/liferay/liferay-plugins.git		d99695841fa675ea9150602b1132f037093e867d			
			protected remoteRender(renderRequest RenderRequest, renderResponse RenderResponse) : void	protected getGetOAuthRequest(portletRequest PortletRequest, portletResponse PortletResponse) : OAuthRequest	com.liferay.marketplace.store.portlet.RemoteMVCPortlet
					
https://github.com/plutext/docx4j.git	af07c4061cd3bd0e6c9d579b4d4303441a3a4d07	59b8e89e61432d1d8f25cb003b62b3ac004d1b6f			
			public setEnforcementEditValue(editValue STDocProtect, password String, hashAlgo HashAlgorithm) : void	private setProtectionPassword(password String, hashAlgo HashAlgorithm) : void	org.docx4j.openpackaging.parts.WordprocessingML.DocumentSettingsPart
					
https://github.com/datastax/java-driver.git		14abb6919a99a0d6d500198dd2e30c83b1bb6709			
			public prepare(manager MappingManager, ps PreparedStatement) : void	private validateParameters() : void	com.datastax.driver.mapping.MethodMapper
					
https://github.com/BuildCraft/BuildCraft.git	6dad865f5f0c302fc406a5bfd2cacdbb909e7522	a5cdd8c4b10a738cb44819d7cc2fee5f5965d4a0			
			private getOrderFromRequestingStation(station DockingStation, take boolean) : StackRequest	private getAvailableRequests(station DockingStation) : Collection&lt;StackRequest&gt;	buildcraft.robotics.ai.AIRobotSearchStackRequest
					
